Posted Date;Letter Issue Date;Company Name;Issuing Office;Subject;Response Letter;Closeout Letter
10/15/2019;10/09/2019;Coral Pharmaceuticals LTD;Center for Drug Evaluation and Research;CGMP/Finished Pharmaceuticals/Adulterated;;
10/15/2019;09/30/2019;Westlake IVF, LLC;Office of Biological Products Operations - Division 2;Deviations/CFR/Regulations for Human Cells, Tissues & Cellular Products (HCT/Ps);;
10/15/2019;09/24/2019;JUSTFOG USA YB Sales, Inc.;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
10/15/2019;10/03/2019;Glenmark Pharmaceuticals Limited;Center for Drug Evaluation and Research;CGMP/Finished Pharmaceuticals/Adulterated;;
10/15/2019;09/27/2019;North Texas Vapor Shop;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;11/25/2020
10/22/2019;10/09/2019;Pollman's Bake Shops, Inc.;Division of Human and Animal Food Operations East V;CGMP Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated;;
10/22/2019;10/11/2019;DSM Nutritional Products, LLC;Division of Human and Animal Food Operations West III;Adultered Animal Food/Misbranded;;06/12/2020
10/22/2019;07/12/2019;Bowser Trading Corporation d/b/a High Seas E Liquid Trading Company;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
10/22/2019;09/10/2019;Jiangsu NHWA Pharmaceutical Co., Ltd.;Center for Drug Evaluation and Research;CGMP/Active Pharmaceutical Ingredient (API)/Adulterated;;
10/22/2019;09/27/2019;James Audi d/b/a The Broke Smoker;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
10/22/2019;10/10/2019;Sofie Co., dba Sofie;Division of Pharmaceutical Quality Operations II;CGMP/Positron Emission Tomography (PET) Drugs/Adulterated;;
10/22/2019;06/04/2019;Paisley Farms, LLC dba Paisley Farm & Crafts;Division of Human and Animal Food Operations East V;CGMP/Dietary Supplement/Adulterated/Misbranded;;04/08/2021
10/22/2019;08/22/2019;VapeLoft Inc.;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
10/22/2019;09/30/2019;OTT Enterprises, LLC d/b/a Tobacco Barn;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
10/22/2019;08/22/2019;Busscatello Enterprises LLC d/b/a Route 66 Vapes;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
10/29/2019;09/27/2019;Black Axis Juice Company LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
10/29/2019;10/25/2019;E-Cigarette-Mart.com;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
10/29/2019;10/17/2019;PETNET Solutions Inc.;Division of Pharmaceutical Quality Operations I;CGMP/Positron Emission Tomography (PET) Drugs/Adulterated;;05/24/2022
10/29/2019;08/22/2019;TopVapors.com;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
11/05/2019;10/08/2019;K-Pra Foods Private Limited;Center for Food Safety and Applied Nutrition;Acidified Foods/Emergency Permit Control/Adulterated;;
11/05/2019;10/24/2019;CueCig;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
11/05/2019;10/03/2019;Bingbing Pharmaceutical Co., Ltd;Center for Drug Evaluation and Research;CGMP/Finished Pharmaceuticals/Adulterated;;
11/05/2019;10/25/2019;The Vapor Hut, LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
11/05/2019;10/16/2019;Revital U International, LLC;Office of Human and Animal Food Operations West Division 3;CGMP/Dietary Supplement/Adulterated;;
11/05/2019;10/29/2019;Dr Jen Hartley/Healing Artistry, LLC;Division of Pharmaceutical Quality Operations IV;New Animal Drug/Adulterated;;
09/10/2020;08/31/2020;www.skylimitpharmacy.com;Center for Drug Evaluation and Research | CDER;Unlawful Sale of Unapproved and Misbranded Opioids to United States Consumers Over the Internet;;
09/10/2020;08/31/2020;klasiekpharmacy.com;Center for Drug Evaluation and Research | CDER;Unlawful Sale of Unapproved and Misbranded Opioids to United States Consumers Over the Internet;;
09/10/2020;08/31/2020;www.xsteroids.com;Center for Drug Evaluation and Research | CDER;Unlawful Sale of Unapproved and Misbranded Opioids to United States Consumers Over the Internet;;
08/13/2019;08/02/2019;Min Jiang Food Store, Inc., dba Koi Koi Trading;Office of Human and Animal Food Division 5 West;Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions;;
09/15/2020;09/04/2020;Mayon's Pharmaceuticals Pvt Ltd;Center for Drug Evaluation and Research | CDER;CGMP/Finished Pharmaceuticals/Adulterated;;
09/15/2020;08/31/2020;Sprout Pharmaceuticals, Inc;The Office of Prescription Drug Promotion (OPDP);False & Misleading Claims/Misbranded;;03/22/2021
09/15/2020;07/08/2020;Hot Juice LTD;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
09/15/2020;08/27/2020;Kalchem International, Inc.;Office of Pharmaceutical Quality Operations, Division II;CGMP/Finished Pharmaceuticals/Adulterated;;
09/15/2020;08/26/2020;Cosco International, Inc.;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
09/15/2020;08/18/2020;Silkprousa LLC;;CGMP/QSR/Medical Devices/PMA/Adulterated/Misbranded;;
09/22/2020;09/11/2020;Lucid Liquids;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
09/22/2020;09/15/2020;Coupler Enterprises;Division of Pharmaceutical Quality Operations I;CGMP/Finished Pharmaceuticals/Adulterated;;
09/22/2020;08/17/2020;Vape Central Group, LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
09/22/2020;09/10/2020;Integrated Health Concepts Inc. dba Conversio Health;Division of Pharmaceutical Quality Operations IV;Compounding Pharmacy/Adulterated Drug Products;;02/02/2022
09/22/2020;07/31/2020;Provape Enterprise, Inc.;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
09/22/2020;09/10/2020;HNC Products Inc.;Division of Pharmaceutical Quality Operations III;CGMP/Finished Pharmaceuticals/Adulterated;;02/09/2023
09/22/2020;09/04/2020;Apocalypse Juice, Inc.;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
09/22/2020;09/08/2020;First Royal Care Co. LLC, dba Red Mountain Compounding Pharmacy;Division of Pharmaceutical Quality Operations IV;Compounding Pharmacy/Adulterated Drug Products;;02/17/2023
09/22/2020;07/31/2020;Ejuicesteals.com;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
09/22/2020;08/27/2020;The Vapor Island Inc.;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;07/19/2021
09/22/2020;09/04/2020;DN Imports, Inc;Division of Southwest Imports;Foreign Supplier Verification Program (FSVP);;
02/11/2020;01/29/2020;Brad D. Smith Farm;Division of Human and Animal Food Operations West II;Illegal Drug Residue Animal Tissue/Adulterated;;10/16/2020
09/29/2020;09/24/2020;Panacea Biotec Limited;Center for Drug Evaluation and Research | CDER;CGMP/Finished Pharmaceuticals/Adulterated;;
09/29/2020;09/11/2020;Pitbull Vape Juice, LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
09/29/2020;07/01/2020;Front Door Pharmacy, LLC dba Pure Pharmacy;Division of Pharmaceutical Quality Operations II;Compounding Pharmacy/Adulterated Drug Products;;
09/29/2020;09/08/2020;SWT Global Supply Inc. d/b/a Hooligan Vapes LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
09/29/2020;09/02/2020;Accurate RX Pharmacy Consulting LLC dba Accurate Rx Pharmacy;Division of Pharmaceutical Quality Operations III;Compounding Pharmacy/Adulterated Drug Products;;06/22/2022
09/29/2020;07/16/2020;Canyon Farms, Inc.;Division of West Coast Imports;Foreign Supplier Verification Program (FSVP);;
09/29/2020;09/03/2020;Babylon, Inc.;Division of Northern Border Imports;Foreign Supplier Verification Program (FSVP);;
09/29/2020;09/15/2020;Intrathecal Compounding Specialist, LLC;Division of Pharmaceutical Quality Operations II;Compounding Pharmacy/Adulterated Drug Products;;02/14/2022
09/29/2020;09/11/2020;Puckerfish, LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
09/29/2020;07/31/2020;E-Vaped Co;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
09/29/2020;09/09/2020;Foothills Professional Pharmacy, LTD;Division of Pharmaceutical Quality Operations IV;Compounding Pharmacy/Adulterated Drug Products;10/23/2020;
09/29/2020;09/17/2020;Randol Mill Pharmacy;Division of Pharmaceutical Quality Operations II;Compounding Pharmacy/Adulterated Drug Products;;
10/27/2020;10/06/2020;Everything Aquatic;Center for Veterinary Medicine;Unapproved New Animal Drug Products;;
10/27/2020;10/19/2020;Mr Frags, LLC;Center for Veterinary Medicine;Unapproved Chloroquine Phosphate Product;;
10/27/2020;10/13/2020;Ramar International Corporation;Division of Human and Animal Food Operations West V;CGMP/Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated/L. monocytogenes;;
11/02/2020;10/30/2020;Spartan Enterprises Inc. dba Watershed Wellness Center;Center for Drug Evaluation and Research | CDER;Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
11/03/2020;10/29/2020;Asiaticon, SA de CV;Center for Drug Evaluation and Research | CDER;CGMP/Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated;;
11/03/2020;10/23/2020;4E Global, S.A.P.I. de C.V.;Center for Drug Evaluation and Research | CDER;CGMP/Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated;;
11/03/2020;10/23/2020;Grupo Insoma, S.A.P.I de CV;Center for Drug Evaluation and Research | CDER;CGMP/Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated;;
11/03/2020;10/09/2020;Surgery Pharmacy Services Inc;Division of Pharmaceutical Quality Operations II;Compounding Pharmacy/Adulterated Drug Products;;
11/03/2020;10/27/2020;Real Clean Distribuciones SA de CV;Center for Drug Evaluation and Research | CDER;CGMP/Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated;;
11/03/2020;10/16/2020;Immusist, LLC;Division of Human and Animal Food Operations West VI;New Drug/Misbranded;;03/11/2021
11/03/2020;10/15/2020;Cosmax USA, Inc.;Division of Pharmaceutical Quality Operations II;CGMP/Finished Pharmaceuticals/Adulterated;;03/13/2023
11/03/2020;10/29/2020;Bake’N Joy Foods, Inc.;Division of Human and Animal Food Operations East I;CGMP/Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated;;01/18/2022
11/10/2020;10/28/2020;Eagles Song Health and Wellness LLC;Division of Human and Animal Food Operations West VI;New Drug/Misbranded;;
11/10/2020;11/04/2020;Nartex Laboratorios Homeopaticos S.A. de C.V.;Center for Drug Evaluation and Research | CDER;CGMP/Finished Pharmaceuticals/Adulterated;;
11/10/2020;10/27/2020;World Nutrition, Inc.;Division of Human and Animal Food Operations West IV;New Drug/Misbranded;;
11/10/2020;10/29/2020;Natural Sprout Co. LLC;Division of Human and Animal Food Operations West II;New Drug/Misbranded;;09/06/2022
11/17/2020;11/04/2020;E&H Distributors LLC;Division of Southwest Imports;Foreign Supplier Verification Program (FSVP);;
11/17/2020;11/06/2020;Grupo Asimex de Mexico SA de CV;Center for Drug Evaluation and Research;Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated;;
11/17/2020;11/05/2020;Quten Research Institute, LLC;Division of Human and Animal Food Operations East II;New Drug/Misbranded;;07/02/2021
11/17/2020;11/05/2020;Etai's Food, Inc.;Division of Human and Animal Food Operations West IV;CGMP/Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated;;
11/17/2020;11/06/2020;Family Pharmacy of Statesville, Inc.;Division of Pharmaceutical Quality Operations II;Compounding Pharmacy/Adulterated Drug Products;;
11/17/2020;11/03/2020;World Candy Store LLC;Division of Southwest Imports;Foreign Supplier Verification Program (FSVP);;
11/17/2020;10/28/2020;Ventura Foods LLC;Division of Human and Animal Food Operations East V;Food Labeling/Misbranded;;09/28/2021
11/17/2020;11/03/2020;Half Hill Farm Inc;Division of Human and Animal Food Operations East V;New Drug/Misbranded;;09/28/2021
11/10/2020;11/06/2020;JG Atlas Comercios, SA de CV;Center for Drug Evaluation and Research | CDER;Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated;;
11/24/2020;11/16/2020;Harmonic Nature S. de R.L. MI.;Center for Drug Evaluation and Research | CDER;Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated;;
11/24/2020;11/19/2020;Liq-E S.A. De C.V.;Center for Drug Evaluation and Research | CDER;Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated;;
11/24/2020;10/16/2020;Aurolife Pharma, LLC;Division of Pharmaceutical Quality Operations I;CGMP/Finished Pharmaceuticals/Adulterated;;
12/10/2019;11/20/2019;Prolifix Nutrition, LLC;Office of Human and Animal Foods Division IV West;CGMP/Manufacturing, Packaging, Labeling, or Holding Operations for Dietary Supplements/Adulterated;;
12/10/2019;11/26/2019;Vape 180 LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
12/10/2019;11/19/2019;OHM Pharma, Inc.;Office of Pharmaceutical Quality;CGMP/Finished Pharmaceuticals/Adulterated;;
12/10/2019;11/18/2019;Valley Proteins, Inc.;Division of Human and Animal Food Operations East II (HAFE2);New Animal Drug/Adulterated;;09/28/2021
12/11/2019;12/02/2019;Alkermes, Inc.;Office of Prescription Drug Promotion;False & Misleading Claims/Misbranded;;09/09/2020
12/13/2019;12/12/2019;Soaptronic LLC;Division of Pharmaceutical Quality Operations IV;Unapproved New Drugs/Misbranded;;
12/17/2019;12/10/2019;Pharmalab Enterprises, Inc.;Office of Pharmaceutical Quality Operations, Division II;CGMP/Finished Pharmaceuticals/Adulterated;;
12/17/2019;11/19/2019;U.S. Dairy Unlimited, LLC;Office of Human and Animal Foods Division 4 East;Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions;;03/12/2020
12/17/2019;11/22/2019;Ee Hui Food Manufacture PTE Ltd;Center for Food Safety and Applied Nutrition (CFSAN);Seafood HACCP/CGMP for Foods/Adulterated;;
12/17/2019;11/06/2019;Unipharma, LLC;Office of Pharmaceutical Quality Operations, Division II;CGMP/Finished Pharmaceuticals/Adulterated;;
12/17/2019;12/06/2019;Wild Child WA Pty Ltd.;Center for Drug Evaluation and Research | CDER;CGMP/Finished Pharmaceuticals/Adulterated;;
12/24/2019;11/22/2019;New 88 Japanese Food Trading Inc;Division of Human and Animal Food Operations East I;Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions;;03/02/2021
12/31/2019;12/16/2019;El Molino Bakery Supplies Inc;Division of Southeast Imports;Foreign Supplier Verification Program (FSVP);;06/28/2021
12/31/2019;12/17/2019;GPT Pharmaceuticals Private Ltd;Center for Drug Evaluation and Research;CGMP/Finished Pharmaceuticals/Adulterated;;06/06/2023
12/31/2019;12/17/2019;Cross Brands Contract Filling, LLC;Office of Pharmaceutical Quality;CGMP/Finished Pharmaceuticals/Adulterated;;
12/31/2019;12/03/2019;Henan Kangdi Medical Devices Co. Ltd;Center for Drug Evaluation and Research;CGMP/Finished Pharmaceuticals/Adulterated/Unapproved;;
01/07/2020;12/20/2019;Samba Premium Tobacco, Inc.;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;11/25/2020
01/07/2020;12/20/2019;Affordable Vapor d/b/a Vapor Related;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
01/07/2020;12/20/2019;Heaven Gifts International Limited d/b/a Heaven Gifts;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
01/07/2020;12/20/2019;Warlock Vapes, LLC d/b/a Zuluvape;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
01/07/2020;12/23/2019;Apollo Health And Beauty Care, Inc.;Center for Drug Evaluation and Research;CGMP/Finished Pharmaceuticals/Adulterated;;07/25/2022
01/14/2020;12/18/2019;Health Pharma USA LLC;Division of Pharmaceutical Quality Operations I;CGMP/Finished Pharmaceuticals/Adulterated;;
01/14/2020;12/17/2019;Tugusto Foods, Inc.;Office of Human and Animal Foods Division 4 East;CGMP/Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated;;
01/14/2020;12/31/2019;James Findling;Center for Drug Evaluation and Research | CDER;Clinical Investigator;;
01/14/2020;12/12/2019;Country Fresh Inc.;Office of Human and Animal Food Operations West Division 3;CGMP/Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated/L. monocytogenes;;
